'merica	mˈɛɹəkə
baka	bˈɑkə
bakelite	bˈAkəlˌIt
bakersfield	bˈAkəɹzfˌild
baku	bɑkˈu
balder	bˈɔldəɹ
balearic	bˌæliˈɛɹɪk
bali	bˈɑli
balinese	bˌɑlənˈiz
balkan	bˈɑlkən
balkanization	bˌɔlkənəzˈAʃən
balkanize	bˈɔlkənˌIz
balkans	bˈɔlkənz
balt	bˈɔlt
balthasar	bælθˈAzəɹ
baltic	bˈɔltɪk
baltimore	bˈɔltəmˌɔɹ
baltimorean	bˌɔltəmˈɔɹiən
baltistan	bˈɔltəstæn
balto-slavic	bˌɔltOslˈɑvɪk
baluchi	bəlˈuʧi
baluchistan	bəlˈuʧəstæn
balunda	bəlˈundə
balzacian	bɔlzˈækiən
bama	bˈæmə
bamako	bɑməkˈO
bambara	bɑmbˈɑɹə
banaba	bənˈɑbə
band-aid	bˈændˌAd
bandung	bˈɑndˌʊŋ
bangalore	bˌæŋɡəlˈɔɹ
bangkok	bˈæŋkɑk
bangla	bˈɑŋlə
bangladesh	bˌɑŋɡlədˈɛʃ
bangladeshi	bˌɑŋɡlədˈɛʃi
bangor	bˈæŋɡəɹ
bangui	bˈæŋɡi
banjarmasin	bˌɑnʤəɹmˈɑsən
banjul	bˈɑnʤˌul
bantu	bˈæntˌu
baotou	bˌWtˈO
baptist	bˈæptɪst
barbadian	bɑɹbˈAdiən
barbados	bɑɹbˈAdəs
barbarossa	bˌɑɹbəɹˈɔsə
barbary	bˈɑɹbəɹi
barberton	bˈɑɹbəɹtᵊn
barbie	bˈɑɹbi
barbuda	bɑɹbjˈudə
barbudan	bɑɹbˈudᵊn
barcalounger	bˈɑɹkəlˌWnʤəɹ
barcelona	bˌɑɹsəlˈOnə
bardolino	bˌɑɹdəlˈinO
bareilly	bəɹˈAli
bargello	bɑɹʤˈɛlˌO
bari	bˈɑɹi
barisal	bˈɛɹəsˌɔl
barmecide	bˈɑɹməsˌId
barnaul	bˌɑɹnəˈul
barnsley	bˈɑɹnzli
barnstable	bˈɑɹnstəbəl
barolo	bəɹˈOlO
barquisimeto	bˌɑɹkəsəmˈAɾO
barranquilla	bˌɑɹənkˈiljə
barrow	bˈɛɹO
barrymore	bˈɛɹəmˌɔɹ
barsac	bˈɑɹsæk
barstow	bˈɑɹstO
barthian	bˈɑɹdiən
bartlesville	bˈɑɹɾᵊlzvˌɪl
bartlett	bˈɑɹtlət
baruch	bˈɑɹʊk
basel	bˈɑzᵊl
bashkir	bæʃkˈɪɹ
bashkiria	bæʃkˈɪɹiə
basildon	bˈæzəldən
basilian	bəzˈɪljən
baskerville	bˈæskəɹvˌɪl
basle	bˈɑl
basotho	bəsˈOdO
basque	bˈæsk
basra	bˈɑsɹə
basse-normandie	bˌɑsnˈɔɹməndi
basse-terre	bɑstˈɛɹ
bassein	bəsˈAn
basseterre	bɑstˈɛɹ
bastet	bˈæstət
bastia	bˈɑstiə
bastille	bæstˈil
bastogne	bɑstˈOnjə
basutoland	bəsˈuɾOlˌænd
bataan	bətˈæn
batak	bətˈɑk
batavia	bətˈAviə
batavian	bətˈAviən
bath	bˈæθ
bathinette	bˌæθənˈɛt
bathonian	bæθˈOniən
bathsheba	bˌæθʃˈibə
bathurst	bˈæθəɹst
batrachia	bətɹˈAkiə
batswana	bɑtswˈɑnə
battambang	bˈæɾəmbˌæŋ
battery	bˈæɾəɹi
batwa	bætwˈɑ
baucis	bˈɔsɪs
baudelairean	bˌOdəlˈɛɹiən
bauhaus	bˈWhˌWs
bavaria	bəvˈɛɹiə
bavarian	bəvˈɛɹiən
bayern	bˈIəɹn
bayesian	bˈAziən
bayonne	bAjˈOn
bayreuth	bˈIɹˌYt
baytown	bˈAtWn
beantown	bˈintˌWn
beas	bˈiɑs
beatlemania	bˌiɾᵊlmˈAniə
beatlemaniac	bˌiɾᵊlmˈAniˌæk
beatles	bˈiɾᵊlz
beatrice	bˈiətɹɪs
beatrix	bˈiətɹɪks
beaujolais	bˌOʒəlˈA
beaumont	bˈOmɑnt
beaune	bˈOn
beaverton	bˈivəɹtᵊn
bechstein	bˈɛkstIn
beckettian	bɛkˈɛɾiən
bedford	bˈɛdfəɹd
bedouin	bˈɛdəwən
beelzebub	biˈɛlzəbəb
beemer	bˈiməɹ
beerenauslese	bˌɛɹənˈWslˌAzə
beersheba	bˌɪɹʃˈibə
beethovenian	bˌAtˌOvˈiniən
beijing	bˌAʤˈɪŋ
beira	bˈIɹə
beirut	bˌAɹˈut
beja	bˈAʤə
bel	bˈɛl
belarus	bˌɛləɹˈus
belarusian	bˌɛləɹˈusiən
belfast	bˈɛlfˌæst
belgae	bˈɛlɡI
belgaum	bɛlɡˈWm
belgian	bˈɛlʤᵊn
belgic	bˈɛlʤɪk
belgium	bˈɛlʤəm
belgorod	bjˈɛlɡəɹət
belgrade	bˈɛlɡɹˌAd
belgravia	bˌɛlɡɹˈAviə
belial	bˈiliəl
belitung	bAlˈitˌʊŋ
belize	bəlˈiz
belizean	bəlˈiziən
bell	bˈɛl
bellerophon	bəlˈɛɹəfɑn
belleville	bˈɛlvɪl
bellevue	bˈɛlvju
bellflower	bˈɛlflˌWəɹ
bellingham	bˈɛlɪŋhˌæm
bellini	bəlˈini
bellwood	bˈɛlwʊd
belmont	bˈɛlmɑnt
belmopan	bˈɛlməpˌæn
beloit	bəlˈYt
belorussia	bˌɛlOɹˈʌʃə
belorussian	bˌɛlOɹˈʌʃən
belostok	bjˌɛləstˈɔk
belsen	bˈɛlsən
belshazzar	bˈɛlʃəzˌɑɹ
beltane	bˈɛltˌAn
bemba	bˈɛmbə
benares	bənˈɑɹiz
benchley	bˈɛnʧli
bend	bˈɛnd
benedictine	bˌɛnədˈɪktin
benedictus	bˌɛnədˈɪktəs
benelux	bˈɛnᵊlˌʌks
bengal	bɛnɡˈɔl
bengali	bˌɛnɡˈɑli
bengaluru	bˈɛŋɡələɹˌu
benghazi	bɛnɡˈɑzi
benguela	bɛnɡwˈɛlə
benicia	bənˈiʃə
benin	bənˈin
beninese	bˌɛnənˈiz
benjamin	bˈɛnʤəmən
bennington	bˈɛnɪŋtən
benoni	bənˈOni
bensalem	bɛnsˈAləm
bensonhurst	bˈɛnsənhˌɜɹst
benthamism	bˈɛnθəmˌɪzəm
benthamite	bˈɛnθəmˌIt
benue-congo	bˌAnwˌAkˈɑŋɡO
benxi	bˌʌnʃˈi
benzedrine	bˈɛnzədɹˌin
beothuk	bˈAəθˌʊk
beowulf	bˈAəwˌʊlf
berber	bˈɜɹbəɹ
berchtesgaden	bˈɜɹktəsɡˌɑdᵊn
berenice	bˌɛɹənˈis
bergen	bˈɜɹɡən
bergenfield	bˈɜɹɡənfˌild
bergerac	bˈɜɹʒəɹˌæk
bergsonian	bəɹɡsˈOniən
beringia	bəɹˈɪnʤiə
beringian	bəɹˈɪnʤiən
berkeley	bˈɜɹkli
berkshire	bˈɜɹkʃˌɪɹ
berlin	bəɹlˈɪn
berliner	bəɹlˈɪnəɹ
bermuda	bəɹmjˈudə
bermudian	bəɹmjˈudiən
berne	bˈɜɹn
bernese	bˌɜɹnˈiz
bernoulli	bəɹnˈuli
berwyn	bˈɜɹwˌʌn
bes	bˈɛs
bessarabia	bˌɛsəɹˈAbiə
bessarabian	bˌɛsəɹˈAbiən
bessemer	bˈɛsəməɹ
betacam	bˈAɾəkˌæm
betamax	bˈAɾəmˌæks
betelgeuse	bˈiɾᵊlʤˌus
bethany	bˈɛθəni
bethel	bˈɛθᵊl
bethesda	bəθˈɛzdə
bethlehem	bˈɛθləhˌɛm
bettendorf	bˈɛtᵊndˌɔɹf
beuthen	bˈYtᵊn
beverly	bˈɛvəɹli
bhagwan	bˈɑɡwˌɑn
bharat	bˈɜɹət
bhavnagar	bWnˈʌɡəɹ
bhisho	bˈiʃO
bhojpuri	bˌOʤpˈʊɹi
bhopal	bOpˈɑl
bhubaneswar	bˌʊvənˈAʃwəɹ
bhutan	bˌutˈɑn
bhutanese	bˌuɾənˈiz
biafra	biˈæfɹə
biafran	biˈæfɹən
biarritz	biəɹˈɪts
bible	bˈIbᵊl
bible-basher	bˈIbᵊlbˌæʃəɹ
bible-bashing	bˈIbᵊlbˌæʃɪŋ
bible-thumper	bˈIbᵊlθˌʌmpəɹ
bible-thumping	bˈIbᵊlθˌʌmpɪŋ
biddeford	bˈɪdəfəɹd
biedermeier	bˈidəɹmˌIəɹ
bielefeld	bˈiləfˌɛld
bigfoot	bˈɪɡfˌʊt
bihar	bihˈɑɹ
bihari	bəhˈɑɹi
bikini	bəkˈini
bikol	bɪkˈOl
bilbao	bɪlbˈW
bildungsroman	bˈɪldʊŋzɹOmˌɑn
billerica	bɪlɹˈɪkə
billings	bˈɪlɪŋz
billiton	bɪlˈitˌOn
biloxi	bəlˈʌksi
bimini	bˈɪməni
binghamton	bˈɪŋəmtən
bioko	biˈOkO
bircher	bˈɜɹʧəɹ
birkenhead	bˈɜɹkənhˌɛd
birkenstock	bˈɜɹkənstɑk
birman	bˈɜɹmən
bisbee	bˈɪzbi
bishkek	bɪʃkˈɛk
bisho	bˈiʃO
bislama	bɪslˈɑmə
bismarck	bˈɪzmɑɹk
bismarckian	bɪzmˈɑɹkiən
bissau	bɪsˈW
bittorrent	bˈɪttˌɔɹənt
blackberry	blˈækbˌɛɹi
blackbeard	blˈækbɪɹd
blackburn	blˈækbəɹn
blackfeet	blˈækfˌit
blackfoot	blˈækfˌʊt
blackpool	blˈækpˌul
blacksburg	blˈæksbəɹɡ
blaine	blˈAn
blairism	blˈɛɹˌɪzəm
blairite	blˈɛɹˌIt
blakeian	blˈAkiən
blantyre	blˈæntˌIəɹ
blenheim	blˈɛnəm
blighty	blˈIɾi
bloemfontein	blˈumfɑntˌAn
blood	blˈʌd
bloomfield	blˈumfild
bloomfieldian	blˌumfˈildiən
bloomington	blˈumɪŋtən
bloomsbury	blˈumzbˌɛɹi
blu-ray	blˈuɹˌA
bluebeard	blˈubˌɪɹd
bluetooth	blˈutˌuθ
blytheville	blˈIðvɪl
bobo-dioulasso	bˌObOdjulˈɑsO
boche	bˈɔʃ
bochum	bˈOkʊm
bodensee	bˈOdᵊnzˌA
bodhgaya	bˌOdɡˈIə
bodo	bˈOdˌO
boeotia	biˈOʃə
boeotian	biˈOʃən
boer	bˈɔɹ
bogomil	bˈɑɡəmɪl
bohemia	bOhˈimiə
bohemian	bOhˈimiən
bohol	bOhˈɔl
boise	bˈYzi
bolingbroke	bˈɑlɪŋbɹˌʊk
bolingbrook	bˈɑlɪŋbɹˌʊk
bolivia	bəlˈɪviə
bolivian	bəlˈɪviən
bollywood	bˈɑliwˌʊd
bologna	bəlˈOnjə
bolognese	bɑlənˈAz
bolshevik	bˈOlʃəvˌɪk
bolshevism	bˈOlʃəvˌɪzəm
bolshevist	bˈOlʃəvɪst
bolshie	bˈOlʃi
bolton	bˈOltᵊn
bolzano	bɔlzˈɑnO
bombay	bˌɑmbˈA
bon	bˈɑn
bonaire	bənˈɛɹ
bonaparte	bˈOnəpˌɑɹt
bonapartism	bˈOnəpˌɑɹɾɪzəm
bonapartist	bˈOnəpˌɑɹɾɪst
bongo	bˈɑŋɡO
bonn	bˈɑn
boolean	bˈuliən
bophuthatswana	bˌOpˌʊdətswˈɑnə
borazon	bˈɔɹəzˌɑn
bordeaux	bˌɔɹdˈO
borgesian	bˌɔɹɡˈɛziən
boricua	bɔɹˈikwə
bornean	bˈɔɹniən
borneo	bˈɔɹniO
bornholm	bˈɔɹnhˌOlm
borobudur	bˌɔɹəbədˈʊɹ
borsalino	bˌɔɹsəlˈinO
bosc	bˈɑsk
bosnia	bˈɑzniə
bosniak	bˈɑzniˌæk
bosnian	bˈɑzniən
bosporus	bˈɑspəɹəs
boston	bˈɔstən
bostonian	bɑstˈOniən
boswellian	bɑzwˈɛliən
botany	bˈɑtəni
botox	bˈOtˌɑks
botswana	bɑtswˈɑnə
botswanan	bˌɑtswˈɑnən
boudicca	budˈɪkə
bougainville	bˈuɡənvˌɪl
boulder	bˈOldəɹ
bountiful	bˈWntəfᵊl
bounty	bˈWnti
bourbon	bˈʊɹbən
bourbonnais	bˌʊɹbənˈA
bourgogne	bʊɹɡˈɔnjə
bournemouth	bˈɔɹnməθ
boursin	bʊɹsˈɑn
bowery	bˈWəɹi
bowie	bˈWi
boxer	bˈɑksəɹ
boz	bˈɑz
bozeman	bˈOzmən
brabant	bɹəbˈænt
brachiopoda	bɹˌækiəpˈOdə
bradenton	bɹˈAdəntᵊn
bradford	bɹˈædfəɹd
bradley	bɹˈædli
braeburn	bɹˈAbəɹn
braganza	bɹəɡˈɑnzə
brahma	bɹˈɑmə
brahman	bɹˈɑmən
brahmana	bɹˈɑmənə
brahmanic	bɹɑmˈænɪk
brahmanical	bɹɑmˈænəkᵊl
brahmanism	bɹˈɑmənˌɪzəm
brahmaputra	bɹˌɑməpˈutɹə
brahmin	bɹˈɑmən
brahmsian	bɹˈɑmziən
braille	bɹˈAl
braintree	bɹˈAntɹi
brampton	bɹˈæmtən
branchiopoda	bɹˌæŋkiəpˈOdə
brandenburg	bɹˈændənbˌɜɹɡ
branford	bɹˈænfəɹd
branson	bɹˈænsən
brasil	bɹæzˈil
brasilia	bɹəzˈɪliə
bratislava	bɹˌɑɾəslˈɑvə
brattleboro	bɹˈætᵊlbˌɜɹə
braunschweig	bɹˈWnʃwˌIɡ
brazil	bɹəzˈɪl
brazilian	bɹəzˈɪljən
brazzaville	bɹˈɑzəvˌɪl
brechtian	bɹˈɛktiən
breda	bɹˈAdə
bremen	bɹˈAmən
bremerhaven	bɹˈɛməɹhˌɑvən
bremerton	bɹˈɛməɹtᵊn
bren	bɹˈɛn
brentwood	bɹˈɛntwʊd
brescia	bɹˈɛʃə
breslau	bɹˈɛslˌW
brest	bɹˈɛst
bretagne	bɹətˈɑnjə
breton	bɹˈɛtᵊn
brexit	bɹˈɛɡzət
brexiteer	bɹˌɛksətˈɪɹ
brexiter	bɹˈɛksəɾəɹ
brick	bɹˈɪk
bridgeport	bɹˈɪʤpˌɔɹt
bridges	bɹˈɪʤɪz
bridgetown	bɹˈɪʤtˌWn
brie	bɹˈi
brighton	bɹˈItᵊn
brisbane	bɹˈɪzbən
bristol	bɹˈɪstᵊl
brit	bɹˈɪt
britain	bɹˈɪtᵊn
britannia	bɹɪtˈænjə
britannic	bɹɪtˈænɪk
britcom	bɹˈɪtkˌɑm
briticism	bɹˈɪɾəsˌɪzəm
british	bɹˈɪɾɪʃ
britisher	bɹˈɪɾɪʃəɹ
britishness	bɹˈɪɾɪʃnəs
briton	bɹˈɪtᵊn
britpop	bɹˈɪtpˌɑp
brittany	bɹˈɪtəni
brittonic	bɹɪtˈɑnɪk
brno	bˈɜɹnO
broadway	bɹˈɔdwˌA
brobdingnagian	bɹˌɑbdɪŋnˈæɡiən
brocken	bɹˈɑkən
brockton	bɹˈɑktən
broederbond	bɹˈOdəɹbˌɑnd
bromberg	bɹˈɑmbˌɜɹɡ
bronx	bɹˈɑŋks
brony	bɹˈOni
brookfield	bɹˈʊkfild
brookhaven	bɹˈʊkhˌAvən
brookline	bɹˈʊklIn
brooklyn	bɹˈʊklən
brooklynese	bɹˌʊklənˈiz
brooklynite	bɹˈʊklənˌIt
browning	bɹˈWnɪŋ
brownite	bɹˈWnIt
brownshirt	bɹˈWnʃˌɜɹt
bruegel	bɹˈYɡəl
bruges	bɹˈuʒ
brugge	bɹˈuɡə
brumaire	bɹʊmˈɛɹ
brummagem	bɹˈʌməʤəm
brunei	bɹˌunˈI
bruneian	bɹˌunˈIən
brunhild	bɹˈunhɪld
brunswick	bɹˈʌnzwˌɪk
brussels	bɹˈʌsəlz
bruxelles	bɹusˈɛl
bryan	bɹˈIən
bryansk	bɹiˈɑnsk
brylcreem	bɹˈɪlkɹˌim
bryophyta	bɹˌIOfˈIɾə
bryozoa	bɹˌIəzˈOə
brythonic	bɹˌɪθˈɑnɪk
bual	bwˈɑl
bucephalus	bjusˈɛfələs
bucharest	bˈukəɹˌɛst
buchenwald	bˈukənwˌɑld
budapest	bˈudəpˌɛst
buddha	bˈudə
buddhism	bˈudˌɪzəm
buddhist	bˈʊdɪst
buddhistic	bʊdˈɪstɪk
buddhistical	bʊdˈɪstɪkᵊl
budweis	bˈʊtvIs
buenaventura	bwˌAnəvɛntˈʊəɹə
buffalo	bˈʌfəlˌO
bujumbura	buʤˌʌmbˈuɹə
bulawayo	bˌʊləwˈAˌO
bulgar	bˈʌlɡəɹ
bulgaria	bˌʌlɡˈɛɹiə
bulgarian	bˌʌlɡˈɛɹiən
bundestag	bˈʊndəstˌɑɡ
bundt	bˈʌnt
burbank	bˈɜɹbˌæŋk
burberry	bˈɜɹbəɹi
burgas	bˈɜɹɡəs
burgos	bˈʊɹɡOs
burgundian	bəɹɡˈʌndiən
burgundy	bˈɜɹɡəndi
burkinabe	bəɹkˌinəbˈA
burlingame	bˈɜɹlɪŋɡAm
burlington	bˈɜɹlɪŋtᵊn
burma	bˈɜɹmə
burman	bˈɜɹmən
burmese	bˌɜɹmˈiz
burnsville	bˈɜɹnzvˌɪl
bursa	bˈɜɹsə
burundi	bəɹˈʊndi
burundian	bəɹˈʊndiən
buryatia	bʊɹjˈɑɾiə
bushism	bˈʊʃˌɪzəm
bushman	bˈʊʃmən
butazolidin	bjˌuɾəzˈɑlədən
butte	bjˈut
buttons	bˈʌtnz
byblos	bˈɪblɑs
bydgoszcz	bˈɪdɡˌɔʃʧ
byronic	bIɹˈɑnɪk
bytom	bˈɪtˌɔm
byzantine	bˈɪzᵊntˌin
byzantinism	bəzˈæntənˌɪzəm
byzantinist	bəzˈæntənɪst
byzantium	bəzˈæntiəm
c	sˈi
c's	sˈiz
c-section	sˈisˌɛkʃən
cadcam	kˈædkˌæm
cafod	kˈæfˌɑd
cal	kˈæl
calm	kˈɑlm
cam	kˈæm
camra	kˈæmɹə
candu	kˈændˌu
cap	kˈæp
care	kˈɛɹ
caricom	kˈɛɹəkˌɑm
cat	kˈæt
ccat	sˈikˌæt
cd-rom	sˌidˌiɹˈɑm
centcom	sˈɛntkˌɑm
cern	sˈɜɹn
cinc	sˌiɪnsˈi
cis	sˈɪs
cites	sˈIɾiz
cj	sˈiʤˌA
cmat	sˈimˌæt
cobe	kˈObi
cobol	kˈObˌɑl
cobra	kˈObɹə
cod	kˈɑd
coda	kˈOdə
com	kˈɑm
comint	kˈɑmˌɪnt
conus	kˈOnəs
coo	kˈu
core	kˈɔɹ
cospar	kˈOspˌɑɹ
covid	kˈOvˌɪd
cox	kˈɑks
crispr	kɹˈɪspəɹ
crud	kɹˈʌd
csat	sˈisˌæt
ctol	sˈitˌɔl
cabernet	kˌæbəɹnˈA
cabinda	kəbˈɪndə
cabot	kˈæbət
cabrales	kəbɹˈɑlAz
caddoan	kˈædOən
cadillac	kˈædəlˌæk
cadiz	kədˈɪz
cadmean	kædmˈiən
cadmus	kˈædməs
caedmon	kˈædmən
caelum	sˈiləm
caen	kˈɑn
caerdydd	kɑɹdˈið
caerphilly	kɑɹfˈɪli
caesar	sˈizəɹ
caesarea	sˌizəɹˈiə
caesarean	səzˈɛɹiən
cagliari	kæljˈɑɹi
cahokia	kəhˈOkiə
cain	kˈAn
cairene	kIɹˈin
cairo	kˈIɹO
cajun	kˈAʤən
calabar	kˌæləbˈɑɹ
calabria	kəlˈɑbɹiə
calabrian	kɑlˈɑbɹiən
calais	kælˈA
calcutta	kælkˈʌɾə
calcuttan	kælkˈʌʔn
caldwell	kˈɔldwɛl
caledonian	kˌælədˈOniən
calgarian	kˌælɡˈɛɹiən
calgary	kˈælɡəɹi
cali	kˈɑli
calicut	kˈæləkət
california	kˌæləfˈɔɹnjə
californian	kˌæləfˈɔɹnjən
caligula	kəlˈɪɡʊlə
callanetics	kˌælənˈɛɾɪks
callao	kəjˈɑO
callicrates	kəlˈɪkɹətˌiz
callimachus	kəlˈɪməkəs
calliope	kəlˈIəpi
callisto	kəlˈɪstˌO
caloocan	kˌɑləˈOkən
calvados	kˈælvədˌOs
calvary	kˈælvəɹi
calvinism	kˈælvənˌɪzəm
calvinist	kˈælvənɪst
calvinistic	kˌælvənˈɪstɪk
calvinistical	kˈælvᵊnəst
calypso	kəlˈɪpsO
camarillo	kˌæməɹˈɪlO
cambodia	kæmbˈOdiə
cambodian	kæmbˈOdiən
cambrelle	kæmbɹˈɛl
cambrian	kˈæmbɹiən
cambridge	kˈAmbɹˌɪʤ
cambridgeshire	kˈAmbɹˌɪʤʃɪɹ
cambyses	kæmbˈIsiz
camden	kˈæmdən
camelopardalis	kəmˌɛləpˈɑɹdələs
camelot	kˈæməlˌɑt
camembert	kˈæməmbˌɛɹ
cameroon	kˌæməɹˈun
cameroonian	kˌæməɹˈuniən
camisard	kˌæməzˈɑɹd
camorra	kəmˈɔɹə
campanian	kɑmpˈɑniən
campari	kɑmpˈɑɹi
campbell	kˈæmbəl
campeche	kæmpˈiʧi
campinas	kɑmpˈinəs
cancon	kˈænkˌɑn
cana	kˈAnə
canaan	kˈAnən
canaanite	kˈAnənˌIt
canada	kˈænədə
canadarm	kˈænədˌɑɹm
canadian	kənˈAdiən
canadianism	kənˈAdiənˌɪzəm
canaletto	kˌænəlˈɛɾO
canarsie	kənˈɑɹsi
canberra	kˈænbˌɛɹə
cancer	kˈænsəɹ
cancerian	kænsˈɛɹiən
candlemas	kˈændᵊlməs
canfield	kˈænfild
canmore	kˈænmɔɹ
cannes	kˈæn
canopus	kənˈɑpəs
cantabrian	kæntˈæbɹiən
cantabrigian	kˌæntəbɹˈɪʤiən
canterbury	kˈæntəɹbˌɛɹi
canton	kˌæntˈɑn
cantonese	kˌæntənˈiz
cantopop	kˈæntOpˌɑp
canuck	kənˈʌk
canute	kənˈut
canyonlands	kˈænjənlˌændz
capella	kəpˈɛlə
capetian	kəpˈiʃən
capetonian	kˌAptˈOniən
capitol	kˈæpəɾᵊl
cappadocia	kˌæpədˈOʃə
cappadocian	kˌæpədˈOʃiən
capri	kəpɹˈi
capricorn	kˈæpɹəkˌɔɹn
capricornian	kˈæpɹəkˌɔɹniən
capricornus	kˌæpɹəkˈɔɹnəs
capsian	kˈæpsiən
capuchin	kˈæpjəʧən
caracalla	kˌɛɹəkˈɑlə
caracas	kəɹˈɑkəs
caravaggesque	kˌɛɹəvˌɑʤˈɛsk
caravaggio	kˌɛɹəvˈɑʤiO
carbondale	kˈɑɹbəndˌAl
carboniferous	kˌɑɹbənˈɪfəɹəs
cardiff	kˈɑɹdəf
caria	kˈɛɹiə
carian	kˈɛɹiən
carib	kˈɛɹəb
cariban	kˈɛɹəbən
caribbean	kˌɛɹəbˈiən
carina	kəɹˈinə
carinae	kəɹˈIni
carinthian	kəɹˈɪnθiən
carioca	kˌɛɹiˈOkə
carlisle	kˈɑɹlˌIl
carlism	kˈɑɹlˌɪzəm
carlist	kˈɑɹlˌɪst
carlovingian	kˌɑɹləvˈɪnʤiən
carlow	kˈɑɹlO
carlsbad	kˈɑɹlzbˌæd
carmel	kɑɹmˈɛl
carmelite	kˈɑɹməlˌIt
carmichael	kˈɑɹmˌIkᵊl
carnac	kˈɑɹnˌæk
carnatic	kɑɹnˈæɾɪk
carnivora	kɑɹnˈɪvəɹə
carolean	kˌɛɹəlˈiən
carolina	kˌɛɹəlˈInə
caroline	kˈɛɹəlˌIn
carolingian	kˌɛɹəlˈɪnʤiən
carolinian	kˌɛɹəlˈIniən
carracci	kəɹˈɑʧi
carrara	kəɹˈɑɹə
carrollton	kˈɛɹəltən
carson	kˈɑɹsən
cartagena	kˌɑɹtəhˈAnə
cartesian	kɑɹtˈiʒən
cartesianism	kɑɹtˈiʒənˌɪzəm
carthage	kˈɑɹθəʤ
carthaginian	kˌɑɹθəʤˈɪniən
carthusian	kɑɹθˈuʒᵊn
cary	kˈɛɹi
casablanca	kˌɑsəblˈɑŋkə
caslon	kˈæslən
casnewydd	kɑsnˈɛwɪð
caspar	kˈæspəɹ
casper	kˈæspəɹ
cassandra	kəsˈændɹə
cassiopeia	kˌæsiəpˈiə
castalian	kəstˈAliən
castile	kæstˈil
castilian	kæstˈɪljən
castor	kˈæstəɹ
castries	kˈæstɹiz
castroism	kˈæstɹəwˌɪzəm
catalan	kˈæɾᵊlˌæn
catalina	kˌæɾᵊlˈinə
catalonia	kˌæɾᵊlˈOniə
catalonian	kˌæɾəlˈOniən
catamarca	kˌɑtɑmˈɑɹkɑ
catania	kətˈæniə
catanzaro	kˌɑtɑndzˈɑɹO
catawba	kətˈɔbə
cathar	kˈæθɑɹ
catharism	kˈæθɑɹɪzəm
catharist	kˈæθɑɹɪst
cathars	kˈæθɑɹz
cathay	kəθˈA
catholic	kˈæθᵊlɪk
catholicism	kəθˈɑləsˌɪzəm
catholicize	kəθˈɑləsˌIz
catholicos	kəθˈɑləkˌɑs
catonsville	kˈAtᵊnzvˌɪl
caucasian	kɔkˈAʒᵊn
caucasoid	kˈɔkəsˌYd
caucasus	kˈɔkəsəs
caudata	kɔdˈAɾə
cauvery	kˈɔvəɹi
cavan	kˈævᵊn
cawnpore	kˈɔnpˌɔɹ
cayenne	kˌIjˈɛn
cayuga	kəjˈuɡə
cayuse	kIjˈus
cebu	sibˈu
celebes	sˈɛləbˌiz
celebra	səlˈɛbɹə
celsius	sˈɛlsiəs
celt	kˈɛlt
celtiberian	kˌɛltəbˈɪɹiən
celtic	kˈɛltɪk
celticism	kˈɛltəsˌɪzəm
cenozoic	sˌɛnəzˈOɪk
centaurus	sˌɛntˈɔɹəs
centennial	sɛntˈɛniəl
cephalochordata	sˌɛfəlOkɔɹdˈAɾə
cephalopoda	sˌɛfəlˈɑpədə
cepheus	sˈifiəs
cerberus	sˈɜɹbəɹəs
cerenkov	ʧəɹˈɛŋkɔv
ceres	sˈɪɹiz
cerritos	səɹˈiɾəs
cestoda	sɛstˈOdə
cetacea	sɪtˈAʃiə
cetus	sˈiɾəs
ceuta	sˈAuɾə
ceylon	səlˈɑn
chablis	ʃɑblˈi
chad	ʧˈæd
chadian	ʧˈædiən
chadic	ʧˈædɪk
chaetognatha	kitˈɑɡnəθə
chalcedon	kˈælsədɑn
chalcedonian	kˌælsədˈOniən
chaldea	kældˈiə
chaldean	kældˈiən
chaldee	kˈældi
challenger	ʧˈælənʤəɹ
cham	kˈæm
chamaeleon	kəmˈiljən
chambertin	ʃˌɑmbəɹtˈɛn
chamorro	ʧəmˈɔɹO
champagne	ʃæmpˈAn
champagne-ardenne	ʃˌæmpˌAnɑɹdˈɛn
champaign	ʧˈæmpˌAn
chan-chiang	ʤˌɑnʤiˈɑŋ
chancellorsville	ʧˈænsᵊləɹzvˌɪl
chandigarh	ʧˌʌndiɡˈɑɹ
chandler	ʧˈændləɹ
chang-chiakow	ʤɑŋʤˈiɑkO
changan	ʧˌɑŋˈɑn
changchun	ʧˌɑŋʧˈʊn
changsha	ʧˌæŋʃˈɑ
changzhou	ʧˌɑŋʤˈO
chaplinesque	ʧˌæplənˈɛsk
chapultepec	ʧəpˈultəpˌɛk
chardonnay	ʃˌɑɹdənˈA
charentais	ʃˌɑɹəntˈA
charente	ʃɑɹˈɑnt
charlemagne	ʃˈɑɹləmˌAn
charleroi	ʃˌɑɹləɹwˈɑ
charles	ʧˈɑɹlz
charleston	ʧˈɑɹlstən
charlestown	ʧˈɑɹlztWn
charley	ʧˈɑɹli
charlie	ʧˈɑɹli
charlotte	ʃˈɑɹlət
charlottesville	ʃˈɑɹlətsvˌɪl
charlottetown	ʃˈɑɹləttˌWn
charolais	ʃˌɛɹəlˈA
charon	kˈɛɹən
charophyta	kəɹˈɑfəɾə
chartism	ʧˈɑɹɾɪzəm
chartist	ʧˈɑɹɾɪst
chartres	ʃˈɑɹtɹə
charybdis	kəɹˈɪbdəs
